capa,fuente_id,archivo,titulo,referencias_fnd,referencias_arq,referencias_eng,elegibilidad_como_fuente,rol_en_canonizacion,sha256
ENG,ENG-060,ENG-060-PLUGIN_ENGINEERING.md,Extension & Plugin Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,b872de095eaec426189c7fcdeb0ab470140c8bd76e5421105cdac645878cf7a4
ENG,ENG-061,ENG-061-INTEROPERABILITY_ENGINEERING.md,Interoperability Engineering,,ARQ-004;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,9f76c82d9693349a54c7d142a435204cfa428efb9b4a873a66bcd13e437d5fb5
ENG,ENG-062,ENG-062-SCHEMA_ENGINEERING.md,Schema Engineering,,ARQ-004;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,731bc9e0dd06033b923a2e0038378318e3ac472047a90d9da36471916aa2ecaf
ENG,ENG-063,ENG-063-DATA_TRANSFORMATION_ENGINEERING.md,Data Transformation Engineering,,ARQ-004;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,d19fddbf8d2d92556370996de478e865a3413c157120785d35cd22f9bc64e22e
ENG,ENG-064,ENG-064-DATA_PIPELINE_ENGINEERING.md,Data Pipeline Engineering,,,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,39c1157bf4de800a92635d56ab8697f9543824db21ec8c09557351bac10a1785
ENG,ENG-065,ENG-065-MIGRATION_ENGINEERING.md,Migration Engineering,,ARQ-004;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,f115ba25d8256091a49e521268ba2f727b136347033fec2600ec87a09ff6da86
ENG,ENG-066,ENG-066-UPGRADE_ENGINEERING.md,Upgrade Engineering,,ARQ-004;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,1455d5a8e47ff7b76a00fa6b9773f6cb7d3ad32cb4d169c54738256cc9eb1120
ENG,ENG-067,ENG-067-DEPLOYMENT_ENGINEERING.md,Deployment Engineering,,ARQ-004;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,9f03d0e5c95dbd331f1317c0c752e6079a4da1daa9f985064ad2fb437137ebf8
ENG,ENG-068,ENG-068-ENVIRONMENT_ENGINEERING.md,Environment Engineering,,ARQ-004;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,97525d0382624dba3745b6eaa12f905ccaacdb97665ff617ac61782ec07a89b2
ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,Health & Readiness Engineering,,ARQ-004;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,d8b4e1898fa777d9bae7e769cccee92305f0355592ddc8df4558b89cd10583e6
ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,Performance Engineering,,ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,3b26e287f9726b8dde96631b1dd899e703d985a0a4562e5970433f05bb37f5aa
ENG,ENG-071,ENG-071-CAPACITY_ENGINEERING.md,Capacity Engineering,,ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,2529aa8d0718ab47831f7afb32f0b5bfa7e2845dd9792393bb74d1d9eea00619
ENG,ENG-072,ENG-072-SCALABILITY_ENGINEERING.md,Scalability Engineering,,ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,1488ff984c3c7f338dfae61ce65d34dc951fb45edbfe02c00cb836b19b863ae3
ENG,ENG-073,ENG-073-AVAILABILITY_ENGINEERING.md,Availability Engineering,,ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,4b55c736a7f3e87cb574ae0118c3bab0b432d6cca48d6e4e619e2bd512c98f3f
ENG,ENG-074,ENG-074-RELIABILITY_ENGINEERING.md,Reliability Engineering,,ARQ-004;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,d8e9c72f2ab50098ee51314ff34291b5c6de8c2ff42c1dae077d8dcb50358942
ENG,ENG-075,ENG-075-MAINTAINABILITY_ENGINEERING.md,Maintainability Engineering,,ARQ-004;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,971272bf44bfef45762f96ae7d5f8aa86f2568047d1b203e1142e789238d1663
ENG,ENG-076,ENG-076-RECOVERABILITY_ENGINEERING.md,Recoverability Engineering,,ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,aa534c3de335d6a30d457a2150543034fdae78f2066d7c534d93abeda5f525f5
ENG,ENG-077,ENG-077-DURABILITY_ENGINEERING.md,Durability Engineering,,ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,9d6b3d950ba2b5b07d1bdef11b52d8c7641f44cf2e34ade4cd57a8999d08df27
ENG,ENG-078,ENG-078-CONSISTENCY_ENGINEERING.md,Consistency Engineering,,ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,d92d8bc7ff2c6074b102afa7fd51aae3ecaa52a09e2cf70f68529d0fa0d794ce
ENG,ENG-079,ENG-079-DATA_INTEGRITY_ENGINEERING.md,Data Integrity Engineering,,ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,4f13fbd848349fc8bd382a8e59b5573b167cb11d7953a53b016198483dae21fe
ENG,ENG-080,ENG-080-DATA_QUALITY_ENGINEERING.md,Data Quality Engineering,,ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,6162b101b6049abb58371bfd559ae0b3bf1c2126f9cc73b5716944755f9ea805
ENG,ENG-081,ENG-081-DATA_GOVERNANCE_ENGINEERING.md,Data Governance Engineering,,ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,3868054537c1f9ee9fe30db93a2835a511c116b9150564e179d87cc2c74d0f72
ENG,ENG-082,ENG-082-DATA_PRIVACY_ENGINEERING.md,Data Privacy Engineering,,,ENG-006;ENG-007;ENG-009;ENG-012;ENG-016;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-031;ENG-032;ENG-033;ENG-035;ENG-036;ENG-037;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,c864bc6883c78c770cb45a0a59b2f419883cf8ccf911063bb4cbb108ba9295ee
ENG,ENG-083,ENG-083-DATA_COMPLIANCE_ENGINEERING.md,Data Compliance Engineering,,,ENG-006;ENG-007;ENG-009;ENG-012;ENG-014;ENG-016;ENG-017;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-027;ENG-029;ENG-030;ENG-031;ENG-032;ENG-033;ENG-035;ENG-036;ENG-040;ENG-041;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,f37916ebcbd24645f8d5c49a7813d1b62cf5b682ec012604b435853cb4dd8fb2
ENG,ENG-084,ENG-084-DATA_ETHICS_ENGINEERING.md,Data Ethics Engineering,,,ENG-006;ENG-007;ENG-009;ENG-012;ENG-016;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-027;ENG-031;ENG-032;ENG-033;ENG-035;ENG-036;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-074;ENG-075;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,3fd4430a334c55b92c38c0becde0abba6f675a035a097b89247a2b4996f265da
