"Decision","Subtipo","Motivo","Archivo","Bytes"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12.2_PLANTILLA_SOLICITUD_DE_CAMBIO.csv","393"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12.3_CONTROLES_REGLAS_EVOLUCION.csv","500"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12.3_MATRIZ_REGLAS_EVOLUCION_MEF_V3.csv","2928"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12.3_REGLAS_IDENTIDAD_Y_CONTINUIDAD.csv","788"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12.4_CATALOGO_VALIDACIONES_AUTOMATICAS.csv","2322"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12.4_CONTROLES_VALIDACIONES_AUTOMATICAS.csv","667"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12.5_CONTROLES_WORKFLOW_Y_VERSIONADO.csv","325"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12.5_MATRIZ_WORKFLOW_APROBACION.csv","482"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12.5_POLITICA_VERSIONADO_BASELINE.csv","147"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12.6_BASELINE_GOBERNANZA_MEF_V3.csv","274"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12.6_CONTROLES_CIERRE_GOBERNANZA.csv","387"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12.6_MANIFEST_CIERRE_GOBERNANZA.csv","1234"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12_1_POLITICA_DE_GOBERNANZA_Y_AUTORIDAD.md","9278"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12_2_MODELO_DE_SOLICITUD_DE_CAMBIO.md","6730"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12_3_REGLAS_DE_ALTA_MODIFICACION_Y_DEPRECACION.md","5770"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12_4_VALIDACIONES_AUTOMATICAS_DE_INTEGRIDAD.md","4468"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12_5_WORKFLOW_DE_APROBACION_Y_VERSIONADO.md","3167"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12_6_CIERRE_Y_BASELINE_DE_GOBERNANZA.md","2038"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\FASE_12_GOBERNANZA_Y_CONTROL_DE_CAMBIOS_MEF-V3.md","7743"
"KEEP","KEEP","Baseline y gobernanza MEF-V3","docs\DICCIONARIO\V3\validate_mef_v3_governance.py","5119"
"KEEP","KEEP","Documentación vigente pendiente de consolidación","docs\README.md","1932"
"KEEP","KEEP","Infraestructura base del repositorio","mkdocs.yml","1932"
"KEEP","KEEP","Infraestructura base Laravel","package.json","593"
"KEEP","KEEP","Infraestructura base Laravel","package-lock.json","121133"
"KEEP","KEEP","Infraestructura base Laravel","phpunit.xml","1228"
"KEEP","KEEP","Infraestructura base del repositorio","postcss.config.js","93"
"KEEP","KEEP","Infraestructura base del repositorio","public\.htaccess","740"
"KEEP","KEEP","Infraestructura pública base","public\favicon.ico","0"
"KEEP","KEEP","Infraestructura base del repositorio","public\index.php","543"
"KEEP","KEEP","Infraestructura base del repositorio","public\robots.txt","24"
"KEEP","KEEP","Infraestructura base del repositorio","README.md","3374"
"KEEP","KEEP","Control estructural de directorios","storage\app\.gitignore","33"
"KEEP","KEEP","Control estructural de directorios","storage\app\private\.gitignore","14"
"KEEP","KEEP","Control estructural de directorios","storage\app\public\.gitignore","14"
"KEEP","KEEP","Control estructural de directorios","storage\framework\.gitignore","119"
"KEEP","KEEP","Control estructural de directorios","storage\framework\cache\.gitignore","21"
"KEEP","KEEP","Control estructural de directorios","storage\framework\cache\data\.gitignore","14"
"KEEP","KEEP","Mantiene directorio de sesiones en Git","storage\framework\sessions\.gitignore","14"
"KEEP","KEEP","Control estructural de directorios","storage\framework\testing\.gitignore","14"
"KEEP","KEEP","Control estructural de directorios","storage\framework\views\.gitignore","14"
"KEEP","KEEP","Control estructural de directorios","storage\logs\.gitignore","14"
"KEEP","KEEP","Infraestructura base del repositorio","tailwind.config.js","541"
"KEEP","KEEP","Pruebas unitarias del Core reutilizable","tests\Unit\Core\Builders\ModuleBuilderTest.php","5685"
"KEEP","KEEP","Pruebas unitarias del Core reutilizable","tests\Unit\Core\FileSystem\DirectoryManagerTest.php","2352"
"KEEP","KEEP","Pruebas unitarias del Core reutilizable","tests\Unit\Core\FileSystem\FileWriterTest.php","3131"
"KEEP","KEEP","Pruebas unitarias del Core reutilizable","tests\Unit\Core\FileSystem\GitKeepGeneratorTest.php","4126"
"KEEP","KEEP","Pruebas unitarias del Core reutilizable","tests\Unit\Core\FileSystem\JsonWriterTest.php","3893"
"KEEP","KEEP","Pruebas unitarias del Core reutilizable","tests\Unit\Core\FileSystem\StubWriterTest.php","3938"
"KEEP","KEEP","Pruebas unitarias del Core reutilizable","tests\Unit\Core\ValueObjects\ModuleIdTest.php","1822"
"KEEP","KEEP","Infraestructura base Laravel","vite.config.js","263"
"KEEP-LOCAL","KEEP-LOCAL","Configuración local; no versionar",".env","1378"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","app\Http\Controllers\Auth\AuthenticatedSessionController.php","1038"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","app\Http\Controllers\Auth\ConfirmablePasswordController.php","1024"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","app\Http\Controllers\Auth\EmailVerificationNotificationController.php","630"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","app\Http\Controllers\Auth\EmailVerificationPromptController.php","564"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","app\Http\Controllers\Auth\NewPasswordController.php","2210"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","app\Http\Controllers\Auth\PasswordController.php","795"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","app\Http\Controllers\Auth\PasswordResetLinkController.php","1311"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","app\Http\Controllers\Auth\VerifyEmailController.php","800"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","app\Http\Controllers\Controller.php","77"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","app\Http\Controllers\ProfileController.php","1416"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","app\Http\Requests\Auth\LoginRequest.php","2233"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","app\Http\Requests\ProfileUpdateRequest.php","743"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","app\Models\Role.php","373"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","app\Models\User.php","899"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","app\View\Components\AppLayout.php","296"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","app\View\Components\GuestLayout.php","300"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","database\factories\UserFactory.php","1075"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","database\migrations\0001_01_01_000000_create_roles_table.php","488"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","database\migrations\0001_01_01_000001_create_users_table.php","1414"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Migración Laravel de cache; validar con baseline nuevo","database\migrations\0001_01_01_000002_create_cache_table.php","849"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","database\migrations\0001_01_01_000003_create_jobs_table.php","1812"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","database\seeders\DatabaseSeeder.php","219"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","database\seeders\RolesSeeder.php","383"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","routes\auth.php","2129"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","routes\console.php","210"
"KEEP-PROVISIONAL","KEEP-PROVISIONAL","Base Laravel a validar durante reconstrucción","routes\web.php","664"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\.gitkeep","0"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Application\Commands\.gitkeep","0"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Application\Queries\.gitkeep","0"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Application\Services\.gitkeep","0"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Domain\Entities\.gitkeep","0"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Domain\Events\.gitkeep","0"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Domain\Exceptions\.gitkeep","0"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Domain\Repositories\.gitkeep","0"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Domain\Services\.gitkeep","0"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Infrastructure\Database\Migrations\.gitkeep","0"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Infrastructure\Persistence\.gitkeep","0"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\module.json","266"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Presentation\Http\Controllers\.gitkeep","0"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Presentation\Http\Requests\.gitkeep","0"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Presentation\Routes\.gitkeep","0"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Presentation\Routes\api.php","254"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Presentation\Routes\web.php","254"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Presentation\Views\.gitkeep","0"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Providers\.gitkeep","0"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Providers\OrganizacionServiceProvider.php","711"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\README.md","267"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Tests\Feature\.gitkeep","0"
"REBUILD","REBUILD","Conservar patrón modular, reconstruir implementación","app\Modules\Organizacion\Tests\Unit\.gitkeep","0"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\css\app.css","97"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\js\app.js","96"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\js\bootstrap.js","127"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\auth\confirm-password.blade.php","886"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\auth\forgot-password.blade.php","981"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\auth\login.blade.php","3395"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\auth\reset-password.blade.php","1646"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\auth\verify-email.blade.php","1246"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\components\application-logo.blade.php","93"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\components\auth-session-status.blade.php","160"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\components\danger-button.blade.php","380"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\components\dropdown.blade.php","1244"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\components\dropdown-link.blade.php","217"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\components\input-error.blade.php","241"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\components\input-label.blade.php","143"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\components\modal.blade.php","3205"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\components\nav-link.blade.php","605"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\components\primary-button.blade.php","404"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\components\responsive-nav-link.blade.php","688"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\components\secondary-button.blade.php","393"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\components\text-input.blade.php","184"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\dashboard.blade.php","778"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\layouts\app.blade.php","839"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\layouts\guest.blade.php","1144"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\layouts\navigation.blade.php","5013"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\profile\edit.blade.php","969"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\profile\partials\delete-user-form.blade.php","2140"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\profile\partials\update-password-form.blade.php","2118"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\profile\partials\update-profile-information-form.blade.php","2674"
"REBUILD","REBUILD","Frontend se reconstruirá desde baseline limpio","resources\views\welcome.blade.php","82081"
"REBUILD","REBUILD","Pruebas funcionales se regenerarán con nueva aplicación","tests\Feature\Auth\AuthenticationTest.php","1270"
"REBUILD","REBUILD","Pruebas funcionales se regenerarán con nueva aplicación","tests\Feature\Auth\EmailVerificationTest.php","1645"
"REBUILD","REBUILD","Pruebas funcionales se regenerarán con nueva aplicación","tests\Feature\Auth\PasswordConfirmationTest.php","1082"
"REBUILD","REBUILD","Pruebas funcionales se regenerarán con nueva aplicación","tests\Feature\Auth\PasswordResetTest.php","1992"
"REBUILD","REBUILD","Pruebas funcionales se regenerarán con nueva aplicación","tests\Feature\Auth\PasswordUpdateTest.php","1409"
"REBUILD","REBUILD","Pruebas funcionales se regenerarán con nueva aplicación","tests\Feature\ExampleTest.php","274"
"REBUILD","REBUILD","Pruebas funcionales se regenerarán con nueva aplicación","tests\Feature\ProfileTest.php","2501"
"REBUILD","REBUILD","Pruebas funcionales se regenerarán con nueva aplicación","tests\Fixtures\Templates\service.stub","96"
"REBUILD","REBUILD","Pruebas funcionales se regenerarán con nueva aplicación","tests\TestCase.php","142"
"REMOVE","REMOVE-SAFE","Dominio anterior no reutilizable",".phpunit.result.cache","8845"
"REMOVE","REMOVE-SAFE","Archivo temporal o auxiliar histórico","composer.json.restore.tmp","5082"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","extensions.txtcode","13950"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","page.html","1206818"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","public\build\assets\app-BBOVkbMH.css","46552"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","public\build\assets\app-PuYxewSI.js","79098"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","public\build\manifest.json","331"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\app\template-test.txt","87"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\sessions\9BGdDGKVgiyezvLHdV2Byu3CHpA3C0NWy4tHT0sH","295"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\sessions\apVaGo9kNyI1JBNvUsit9lHpsruphKdW86bxaA8S","295"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\sessions\owVeLjt9szamawu8COteJF0RYskYG4pEbaJm7nE1","279"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\sessions\UibnDv2YnPe6klZrpyX65SFwG0i86UeQRuGGt32C","279"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\sessions\zNvHcezaBUghVjSghH6AyQlbv90RgWWzX6WOPv8w","279"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\00391f4c8dd7529891b9b06bbee6eefd.php","773"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\012267be59643b6e910253adec5b2413.php","804"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\03e7be5ac382805beeee17cbe5ee4971.php","3222"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\0480a3a3bff990db601336f9fea2e80c.php","11008"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\077e21732904b0b65d7df2eb26c02d0a.php","10380"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\079388287c06e1177eeecf496c497234.php","10313"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\079dd452db32bb439c19e37e57980282.php","1384"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\0c23656c26cf603412ff61d23adb1f37.php","10326"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\0cc9837db21d2381ebd005c694109495.php","4259"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\0d9157dbb72921c998fb60e015bbb307.php","8257"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\0defa5534a42237c4ad7078956d792ee.php","1043"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\1199d5252f7a35ea4e0daf9f87384112.php","2916"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\145fcae2ef5dc4b0b2e1733d717f0b0d.php","2303"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\14e66c66bf086307c1e00921d21197fd.php","17506"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\16780ba2103b91b9fd2fe44ae05500a8.php","22898"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\174bc18350a351207edbbda026246789.php","547"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\17cecc8e3d944c391915892edfb50ebb.php","2034"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\1ba3ed98be3efd848eb476d3540794d3.php","4581"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\21fa5e7d3fe9f45fd6c52f2cd476cbec.php","17667"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\22eb64f30f3f8cdb01d9ee72c162c7e9.php","11021"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\27843e5479a879ba9bc6b87dc679b25e.php","435"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\2c0e093b4b87a59b295c61931ce1cbf5.php","1104"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\2ccb23a9980d3794fbe23fbd811579d2.php","3080"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\2d157efec548afeabdb7085ede767701.php","4272"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\2e58bb6fb1409279f6225876f2e98ee6.php","441"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\358f4fe89247d4c6cfe14a5566eb4c9c.php","1644"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\3675d31ede3c01e616b5b645f77920d2.php","6852"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\36f36d14b6cd97ca30020cedc23c5ca6.php","451"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\37a83bcd27f83491898363e85cc84666.php","410"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\3974d89e53f44fb33df35092ab774347.php","31666"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\39e5804350f1ef9281a26fa100b87a9e.php","1657"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\3a4ad4f0068cb3c70f5ea5938229a5a6.php","2303"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\3aa7ec1fb99604a93b9103923e6afd87.php","225"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\3bf9ce76ee11f9bd3e3be0cf9944b54b.php","649"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\3e12c6df985aeef99e4c8287d1b68402.php","8257"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\3f511aaed9ba1b6dca952ebb80d9ca27.php","13783"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\40b8b76d43c1485d7df050609f00d86b.php","2138"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\448ab9f04808e36cccb6960e4d2dc0ef.php","12355"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\47935894f94df61977f0c362aece02b6.php","4183"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\4e5c3863c7c3362448f803b5ea776d61.php","1107"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\4e8a144466b85c8361df7cb815634c10.php","2021"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\4f90c9eefa8d4782989c34d2ee58ba87.php","3038"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\516f9a91b458a2be3ac717f4f83a833c.php","455"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\5283522c371d6348b3b2989886669127.php","1432"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\53e5c2aed80f051bc5e976b84f9671d2.php","1657"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\58c0cad066c563f13c27f87786969673.php","17667"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\5991137ff6ea415456727b0524efb4f0.php","6277"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\5bd1c9e3164f40f1b3467947bf9f1127.php","14276"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\5c585dd124c9854b6aaa1d0e2ab42832.php","10393"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\5df6aa9ed5e69e34ccbfad78e457c255.php","447"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\5ea4849b68786941c8c9e552fd238c6c.php","2627"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\5f8269a2507ba6a75f8087fb91d16e96.php","1173"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\5fa68cc9782ab6d74ef089a0534f662f.php","4501"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\604555774efe9ef2ae808d6cbfff0f1a.php","1563"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\62cc597e16b6a18370a31856dc3fd7af.php","3267"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\6a999d02c5a135a98071e4258321012f.php","3209"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\6b2bbc7c159a4039119e201cd9d776db.php","397"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\6c0d1bfc61cc961bdfb869e8b5991e04.php","2929"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\6c33c94d1106ab71483f6f41a2233b77.php","817"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\6caa4182b8b2054c44b42efcb9fcb88d.php","1432"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\6ddfe7f0bc1e1afcc73b4690af1353a0.php","2847"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\6deb5ac24f70172339c5e615ecf86a70.php","538"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\7046e34680fb4e15609ec97ce02d1a73.php","463"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\7092f87ef09df36186db60176d0dd5c8.php","4574"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\71001b5fe4a79540d766f201c9b26c43.php","463"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\72396afc79566d0f49cf462b51c27809.php","4488"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\72ca5af4f1f6f0820cd174a5ccdabefe.php","31653"
