clave_conceptual,termino_preferido_provisional,variantes,numero_variantes,apariciones,capas,fuentes_distintas,fuentes,tipos_evidencia,definiciones_explicitas,estado_10_3,canonizado,mef_dic_id,resolucion_autoridad_10_4,autoridad_principal,evidencia_subordinada,fundamento_autoridad,conflicto_detectado,decision_10_5,nombre_canonico_pre_id,aliases_provisionales,fundamento_10_5,estado_catalogo
policy decision point,Policy Decision Point,Policy Decision Point,1,3,ENG,3,ENG-024;ENG-046;ENG-051,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-024;ENG-046;ENG-051,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
policy enforcement point,Policy Enforcement Point,Policy Enforcement Point,1,3,ENG,3,ENG-024;ENG-046;ENG-051,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-024;ENG-046;ENG-051,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
policy engineering,Policy Engineering,Policy Engineering,1,6,ENG,3,ENG-050;ENG-051;ENG-081,CODIGO_INLINE;ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-050;ENG-051;ENG-081,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
policy integration,Policy Integration,Policy Integration,1,4,ENG,4,ENG-052;ENG-053;ENG-054;ENG-055,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-052;ENG-053;ENG-054;ENG-055,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
policy scope,Policy Scope,Policy Scope,1,3,ENG,3,ENG-046;ENG-069;ENG-081,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-046;ENG-069;ENG-081,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
policy tampering,Policy Tampering,Policy Tampering,1,3,ENG,2,ENG-046;ENG-051,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-046;ENG-051,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
policy versioning,Policy Versioning,Policy Versioning,1,4,ENG,4,ENG-017;ENG-024;ENG-046;ENG-081,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-017;ENG-024;ENG-046;ENG-081,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
posicion arquitectonica,Posición Arquitectónica,Posición Arquitectónica,1,3,ENG,3,ENG-020;ENG-021;ENG-022,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-020;ENG-021;ENG-022,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
preflight,Preflight,Preflight,1,3,ENG,3,ENG-044;ENG-066;ENG-067,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-044;ENG-066;ENG-067,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
premature optimization,Premature Optimization,Premature Optimization,1,3,ENG,2,ENG-026;ENG-070,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-026;ENG-070,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
preservation object,Preservation Object,Preservation Object,1,2,ENG,1,ENG-093,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-093,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
primera implementacion recomendada,Primera Implementación Recomendada,Primera Implementación Recomendada,1,9,ENG,9,ENG-012;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-012;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
primitive obsession,Primitive Obsession,Primitive Obsession,1,3,ENG,2,ENG-021;ENG-035,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-021;ENG-035,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
principal,Principal,Principal,1,9,ENG,6,ENG-024;ENG-034;ENG-037;ENG-045;ENG-046;ENG-056,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-024;ENG-034;ENG-037;ENG-045;ENG-046;ENG-056,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
priority,Priority,Priority,1,9,ENG,9,ENG-018;ENG-019;ENG-022;ENG-029;ENG-036;ENG-039;ENG-040;ENG-054;ENG-071,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-018;ENG-019;ENG-022;ENG-029;ENG-036;ENG-039;ENG-040;ENG-054;ENG-071,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
privacy,Privacy,Privacy,1,5,ENG,5,ENG-024;ENG-045;ENG-088;ENG-093;ENG-094,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-024;ENG-045;ENG-088;ENG-093;ENG-094,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
process isolation,Process Isolation,Process Isolation,1,3,ENG,3,ENG-024;ENG-028;ENG-074,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-024;ENG-028;ENG-074,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
producer,producer,Producer; producer,2,4,ENG,2,ENG-022;ENG-041,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-022;ENG-041,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
producer responsibility,Producer Responsibility,Producer Responsibility,1,3,ENG,3,ENG-062;ENG-080;ENG-081,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-062;ENG-080;ENG-081,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
production profiling,Production Profiling,Production Profiling,1,3,ENG,2,ENG-026;ENG-070,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-026;ENG-070,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
profiling,Profiling,Profiling,1,3,ENG,3,ENG-026;ENG-070;ENG-084,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-026;ENG-070;ENG-084,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
projection,Projection,Projection,1,4,ENG,3,ENG-043;ENG-063;ENG-079,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-043;ENG-063;ENG-079,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
property-based testing,Property-Based Testing,Property-Based Testing,1,9,ENG,9,ENG-009;ENG-011;ENG-015;ENG-031;ENG-035;ENG-036;ENG-037;ENG-046;ENG-048,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-009;ENG-011;ENG-015;ENG-031;ENG-035;ENG-036;ENG-037;ENG-046;ENG-048,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
protocol,Protocol,Protocol,1,2,ENG,1,ENG-032,CODIGO_INLINE;DEFINICION_EXPLICITA,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-032,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
provenance,Provenance,Provenance,1,8,ENG,8,ENG-012;ENG-017;ENG-020;ENG-049;ENG-063;ENG-079;ENG-093;ENG-094,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-012;ENG-017;ENG-020;ENG-049;ENG-063;ENG-079;ENG-093;ENG-094,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
provider,Provider,/Providers; Provider; Providers; providers,4,10,ENG,6,ENG-002;ENG-003;ENG-005;ENG-006;ENG-019;ENG-020,CODIGO_INLINE;ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-002;ENG-003;ENG-005;ENG-006;ENG-019;ENG-020,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,/Providers; Providers; providers,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
provider registration,Provider Registration,Provider Registration,1,4,ENG,4,ENG-018;ENG-022;ENG-028;ENG-058,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-018;ENG-022;ENG-028;ENG-058,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
public,Public,PUBLIC; Public,2,4,ENG,4,ENG-001;ENG-020;ENG-081;ENG-091,CODIGO_INLINE;ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-001;ENG-020;ENG-081;ENG-091,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
public surface,Public Surface,Public Surface,1,3,ENG,2,ENG-014;ENG-028,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-014;ENG-028,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
publication,Publication,Publication,1,4,ENG,2,ENG-017;ENG-086,DEFINICION_EXPLICITA;ENCABEZADO,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-017;ENG-086,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
published,Published,Published,1,6,ENG,3,ENG-015;ENG-017;ENG-049,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-015;ENG-017;ENG-049,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
purpose limitation,Purpose Limitation,Purpose Limitation,1,3,ENG,3,ENG-081;ENG-082;ENG-092,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-081;ENG-082;ENG-092,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
quality drift,Quality Drift,Quality Drift; quality:drift,2,3,ENG,1,ENG-080,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-080,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,quality:drift,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
quality gate,Quality Gate,Quality Gate; Quality Gates; quality:gate,3,8,ENG,6,ENG-009;ENG-012;ENG-021;ENG-022;ENG-023;ENG-080,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-009;ENG-012;ENG-021;ENG-022;ENG-023;ENG-080,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,Quality Gates; quality:gate,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
quality score,Quality Score,Quality Score; quality:score,2,3,ENG,1,ENG-080,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-080,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,quality:score,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
quarantine,Quarantine,Quarantine,1,3,ENG,3,ENG-064;ENG-080;ENG-085,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-064;ENG-080;ENG-085,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
quarantine test,Quarantine Test,Quarantine Test,1,3,ENG,3,ENG-060;ENG-064;ENG-080,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-060;ENG-064;ENG-080,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
query,Queries,Queries; Query,2,7,ENG,5,ENG-002;ENG-005;ENG-018;ENG-034;ENG-043,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-002;ENG-005;ENG-018;ENG-034;ENG-043,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,Query,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
query side effect,Query Side Effects,Query Side Effects,1,3,ENG,3,ENG-020;ENG-034;ENG-043,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-020;ENG-034;ENG-043,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
queue,Queue,QUEUE; Queue,2,4,ENG,2,ENG-040;ENG-041,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-040;ENG-041,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
queue capacity,Queue Capacity,Queue Capacity,1,3,ENG,3,ENG-022;ENG-040;ENG-071,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-022;ENG-040;ENG-071,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
quota,Quota,Quota; Quotas,2,4,ENG,2,ENG-044;ENG-061,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-044;ENG-061,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,Quotas,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
race condition,Race Condition,Race Condition; Race Conditions,2,6,ENG,5,ENG-023;ENG-024;ENG-026;ENG-036;ENG-038,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-023;ENG-024;ENG-026;ENG-036;ENG-038,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,Race Conditions,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
randomness,Randomness,Randomness,1,3,ENG,3,ENG-009;ENG-024;ENG-034,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-009;ENG-024;ENG-034,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
rate limiting,Rate Limiting,Rate Limiting,1,10,ENG,10,ENG-010;ENG-022;ENG-024;ENG-026;ENG-032;ENG-037;ENG-040;ENG-044;ENG-069;ENG-071,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-010;ENG-022;ENG-024;ENG-026;ENG-032;ENG-037;ENG-040;ENG-044;ENG-069;ENG-071,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
read model,Read Model,Read Model; Read Models,2,5,ENG,4,ENG-030;ENG-034;ENG-035;ENG-043,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-030;ENG-034;ENG-035;ENG-043,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,Read Models,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
readiness,Readiness,Readiness,1,15,ENG,14,ENG-015;ENG-025;ENG-027;ENG-039;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-061;ENG-067;ENG-069,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-015;ENG-025;ENG-027;ENG-039;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-061;ENG-067;ENG-069,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
readiness gate,Readiness Gate,Readiness Gate,1,4,ENG,4,ENG-066;ENG-067;ENG-068;ENG-069,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-066;ENG-067;ENG-068;ENG-069,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
readiness test,Readiness Test,Readiness Test,1,5,ENG,5,ENG-027;ENG-055;ENG-067;ENG-068;ENG-069,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-027;ENG-055;ENG-067;ENG-068;ENG-069,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
ready,Ready,Ready,1,4,ENG,4,ENG-027;ENG-055;ENG-068;ENG-069,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-027;ENG-055;ENG-068;ENG-069,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
recipient,Recipient,Recipient,1,3,ENG,2,ENG-082;ENG-087,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-082;ENG-087,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
reconciliation,Reconciliation,Reconciliation,1,6,ENG,6,ENG-015;ENG-052;ENG-061;ENG-065;ENG-067;ENG-079,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-015;ENG-052;ENG-061;ENG-065;ENG-067;ENG-079,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
