termino_eng_only,decision_11_3,estado_11_3,mef_v3_id,justificacion
El Contract,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
El Manifest,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
El objetivo,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
El Registry,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Encryption,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Encryption at Rest,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Endpoint,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-001,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-002,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-003,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-003 — Manifest,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-005 — Nomenclatura,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-006 — Estructura de Directorios,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-007 — CLI,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-009 — Testing,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-010,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-011,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-014 — Versionado,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-015,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-018,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-021,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-022,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-024,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-027,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-028,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-029,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-031,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-032,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-033,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-040,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-041,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-042,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-044,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-053,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-054,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-055,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-055 --- Lifecycle Management Engineering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-057,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-058 --- Discovery Engineering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-059 --- Resolution Engineering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-061,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-062,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-070,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-077,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-081,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-085,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
ENG-100,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Entities,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Enum Evolution,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Envelope,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Environment,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Environment Configuration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Environment Detection,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Environment Engineering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Environment Health,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Environment Isolation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Environment Variables,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Erase,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Error,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Error Codes,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Error Handling,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Error Namespace,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Error Taxonomy,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Error Translation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Esta,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Esto,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Estos nombres,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Estructura Conceptual,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Estructura Conceptual de Directorios,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Ethics,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Ethics Decision,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Events,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Event Bus,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Event Bus Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Event Identity,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Event Immutability,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Event Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Event Loop,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Event Naming,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Event Ordering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Event Payload,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Event Replay,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Event Schema,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Event Spoofing,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
event subscribers,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Event Version,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Eventual Consistency,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Evidence Integrity,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Evidence Retention,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Exactly Once,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Exactly-Once,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Examples,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Example,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Excepciones,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Exception,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Exception Requirement,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Exchange Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Exchange Package,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
EXEMPTED,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Exit Codes,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Expiration Policy,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Explain Output,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Export,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Extension,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Extension Point,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Extension Registration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
External Sharing,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
External Systems,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Factory,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Fail Closed,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Fail Fast,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Fail Open,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Failed,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Failure,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Failure Classification,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Failure Domain,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Failure Propagation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Fallback,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
False Negative,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
False Positive,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
FATAL,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Fatal Failure,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Fault Injection,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Feature Configuration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Feature Flags,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Feature Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Feature Management Engineering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Federated Schema,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Federation Domain,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Fencing,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Fencing Token,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Fidelity,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Field Removal,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Filter Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Filtering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
First Implementation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
First Implementation Components,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
First Implementation Constraints,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
First Version Non-Goals,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Fixity,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Fixtures,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Flush,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Force,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Forced Shutdown,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Format,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Forward Compatibility,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Freshness,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Fronteras conceptuales,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Frozen Registry,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Full Compatibility,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Fuzz Testing,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Gate Failure,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Gate Inputs,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Gate Override,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Gate Result,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Gate Threshold,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Generated Artifacts,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Generated Code,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Generated Documentation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Generated Index,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Generated Metadata,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
get,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Global State,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
God Module,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Governance,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Governance Exception,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Graceful Degradation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Graceful Shutdown,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Graph Validation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Handle,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Handler,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Handler Resolution,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Handler Unit Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Headroom,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Health,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Health Aggregation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Health Check,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
