termino_extraido,variante_original,capa,fuente_id,archivo,linea,tipo_evidencia,contexto,estado_10_2,clave_lexica_provisional,apariciones
Synchronization,Synchronization,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,429,CODIGO_INLINE,Synchronization coordina acceso concurrente.,CANDIDATO_BRUTO_NO_CANONIZADO,synchronization,4
Synchronization Ownership,Synchronization Ownership,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,446,ENCABEZADO,29. Synchronization Ownership,CANDIDATO_BRUTO_NO_CANONIZADO,synchronization ownership,1
Lock,Lock,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,452,ENCABEZADO,30. Lock,CANDIDATO_BRUTO_NO_CANONIZADO,lock,3
Lock,Lock,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,454,CODIGO_INLINE,Un Lock proporciona exclusión o coordinación sobre un recurso.,CANDIDATO_BRUTO_NO_CANONIZADO,lock,3
Lock Scope,Lock Scope,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,458,ENCABEZADO,31. Lock Scope,CANDIDATO_BRUTO_NO_CANONIZADO,lock scope,6
Coarse-Grained Lock,Coarse-Grained Lock,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,478,ENCABEZADO,32. Coarse-Grained Lock,CANDIDATO_BRUTO_NO_CANONIZADO,coarse-grained lock,1
Fine-Grained Lock,Fine-Grained Lock,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,484,ENCABEZADO,33. Fine-Grained Lock,CANDIDATO_BRUTO_NO_CANONIZADO,fine-grained lock,1
Lock Identity,Lock Identity,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,490,ENCABEZADO,34. Lock Identity,CANDIDATO_BRUTO_NO_CANONIZADO,lock identity,1
Lock Namespace,Lock Namespace,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,496,ENCABEZADO,35. Lock Namespace,CANDIDATO_BRUTO_NO_CANONIZADO,lock namespace,1
Lock Key,Lock Key,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,502,ENCABEZADO,36. Lock Key,CANDIDATO_BRUTO_NO_CANONIZADO,lock key,1
Lock Key Security,Lock Key Security,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,516,ENCABEZADO,37. Lock Key Security,CANDIDATO_BRUTO_NO_CANONIZADO,lock key security,1
Lock Ownership,Lock Ownership,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,522,ENCABEZADO,38. Lock Ownership,CANDIDATO_BRUTO_NO_CANONIZADO,lock ownership,2
Ownership Token,Ownership Token,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,528,ENCABEZADO,39. Ownership Token,CANDIDATO_BRUTO_NO_CANONIZADO,ownership token,1
Lock Acquisition,Lock Acquisition,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,540,ENCABEZADO,40. Lock Acquisition,CANDIDATO_BRUTO_NO_CANONIZADO,lock acquisition,1
Infinite Wait,Infinite Wait,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,552,ENCABEZADO,41. Infinite Wait,CANDIDATO_BRUTO_NO_CANONIZADO,infinite wait,2
Lock Timeout,Lock Timeout,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,558,ENCABEZADO,42. Lock Timeout,CANDIDATO_BRUTO_NO_CANONIZADO,lock timeout,8
Lock Release,Lock Release,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,564,ENCABEZADO,43. Lock Release,CANDIDATO_BRUTO_NO_CANONIZADO,lock release,1
Structured Locking,Structured Locking,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,570,ENCABEZADO,44. Structured Locking,CANDIDATO_BRUTO_NO_CANONIZADO,structured locking,1
Lock Leak,Lock Leak,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,586,ENCABEZADO,45. Lock Leak,CANDIDATO_BRUTO_NO_CANONIZADO,lock leak,2
Mutex,Mutex,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,592,ENCABEZADO,46. Mutex,CANDIDATO_BRUTO_NO_CANONIZADO,mutex,2
Mutex,Mutex,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,594,CODIGO_INLINE,Un Mutex protege exclusión mutua.,CANDIDATO_BRUTO_NO_CANONIZADO,mutex,2
Semaphore,Semaphore,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,598,ENCABEZADO,47. Semaphore,CANDIDATO_BRUTO_NO_CANONIZADO,semaphore,2
Semaphore,Semaphore,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,600,CODIGO_INLINE,Un Semaphore limita el número de operaciones concurrentes.,CANDIDATO_BRUTO_NO_CANONIZADO,semaphore,2
Semaphore Use,Semaphore Use,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,604,ENCABEZADO,48. Semaphore Use,CANDIDATO_BRUTO_NO_CANONIZADO,semaphore use,1
Semaphore ≠ Rate Limiter,Semaphore ≠ Rate Limiter,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,617,ENCABEZADO,49. Semaphore ≠ Rate Limiter,CANDIDATO_BRUTO_NO_CANONIZADO,semaphore ≠ rate limiter,1
Concurrency Limit y Rate Limit,Concurrency Limit y Rate Limit,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,619,DEFINICION_EXPLICITA,Concurrency Limit y Rate Limit son conceptos diferentes.,CANDIDATO_BRUTO_NO_CANONIZADO,concurrency limit y rate limit,1
Read/Write Lock,Read/Write Lock,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,623,ENCABEZADO,50. Read/Write Lock,CANDIDATO_BRUTO_NO_CANONIZADO,read/write lock,1
Read/Write Lock Risk,Read/Write Lock Risk,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,634,ENCABEZADO,51. Read/Write Lock Risk,CANDIDATO_BRUTO_NO_CANONIZADO,read/write lock risk,1
Reentrant Lock,Reentrant Lock,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,640,ENCABEZADO,52. Reentrant Lock,CANDIDATO_BRUTO_NO_CANONIZADO,reentrant lock,1
Reentrancy,Reentrancy,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,646,ENCABEZADO,53. Reentrancy,CANDIDATO_BRUTO_NO_CANONIZADO,reentrancy,2
Lock Ordering,Lock Ordering,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,652,ENCABEZADO,54. Lock Ordering,CANDIDATO_BRUTO_NO_CANONIZADO,lock ordering,2
Canonical Ordering,Canonical Ordering,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,668,ENCABEZADO,55. Canonical Ordering,CANDIDATO_BRUTO_NO_CANONIZADO,canonical ordering,1
Deadlock,Deadlock,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,680,ENCABEZADO,56. Deadlock,CANDIDATO_BRUTO_NO_CANONIZADO,deadlock,8
Deadlock,Deadlock,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,682,CODIGO_INLINE,Un Deadlock ocurre cuando Actors esperan circularmente recursos retenidos por otros.,CANDIDATO_BRUTO_NO_CANONIZADO,deadlock,8
Deadlock Example,Deadlock Example,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,686,ENCABEZADO,57. Deadlock Example,CANDIDATO_BRUTO_NO_CANONIZADO,deadlock example,2
Deadlock Prevention,Deadlock Prevention,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,700,ENCABEZADO,58. Deadlock Prevention,CANDIDATO_BRUTO_NO_CANONIZADO,deadlock prevention,2
Deadlock Detection,Deadlock Detection,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,713,ENCABEZADO,59. Deadlock Detection,CANDIDATO_BRUTO_NO_CANONIZADO,deadlock detection,2
Deadlock Recovery,Deadlock Recovery,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,719,ENCABEZADO,60. Deadlock Recovery,CANDIDATO_BRUTO_NO_CANONIZADO,deadlock recovery,1
Retry Safety,Retry Safety,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,733,ENCABEZADO,61. Retry Safety,CANDIDATO_BRUTO_NO_CANONIZADO,retry safety,6
Livelock,Livelock,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,739,ENCABEZADO,62. Livelock,CANDIDATO_BRUTO_NO_CANONIZADO,livelock,1
Starvation,Starvation,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,745,ENCABEZADO,63. Starvation,CANDIDATO_BRUTO_NO_CANONIZADO,starvation,3
Fairness,Fairness,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,751,ENCABEZADO,64. Fairness,CANDIDATO_BRUTO_NO_CANONIZADO,fairness,2
Contention,Contention,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,759,ENCABEZADO,65. Contention,CANDIDATO_BRUTO_NO_CANONIZADO,contention,2
Contention,Contention,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,761,CODIGO_INLINE,Contention ocurre cuando múltiples Actors compiten por el mismo recurso.,CANDIDATO_BRUTO_NO_CANONIZADO,contention,2
Contention Metrics,Contention Metrics,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,765,ENCABEZADO,66. Contention Metrics,CANDIDATO_BRUTO_NO_CANONIZADO,contention metrics,1
Hot Resource,Hot Resource,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,779,ENCABEZADO,67. Hot Resource,CANDIDATO_BRUTO_NO_CANONIZADO,hot resource,1
Optimistic Concurrency,Optimistic Concurrency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,785,ENCABEZADO,68. Optimistic Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,optimistic concurrency,6
Asume que los conflictos,Asume que los conflictos,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,787,DEFINICION_EXPLICITA,Asume que los conflictos son relativamente infrecuentes.,CANDIDATO_BRUTO_NO_CANONIZADO,asume que los conflictos,1
Optimistic Pattern,Optimistic Pattern,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,791,ENCABEZADO,69. Optimistic Pattern,CANDIDATO_BRUTO_NO_CANONIZADO,optimistic pattern,1
Version Field,Version Field,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,809,ENCABEZADO,70. Version Field,CANDIDATO_BRUTO_NO_CANONIZADO,version field,2
Version Increment,Version Increment,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,822,ENCABEZADO,71. Version Increment,CANDIDATO_BRUTO_NO_CANONIZADO,version increment,1
Conflict,Conflict,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,828,ENCABEZADO,72. Conflict,CANDIDATO_BRUTO_NO_CANONIZADO,conflict,3
Conflict ≠ Infrastructure Failure,Conflict ≠ Infrastructure Failure,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,838,ENCABEZADO,73. Conflict ≠ Infrastructure Failure,CANDIDATO_BRUTO_NO_CANONIZADO,conflict ≠ infrastructure failure,1
Conflict Handling,Conflict Handling,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,844,ENCABEZADO,74. Conflict Handling,CANDIDATO_BRUTO_NO_CANONIZADO,conflict handling,1
Automatic Retry,Automatic Retry,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,860,ENCABEZADO,75. Automatic Retry,CANDIDATO_BRUTO_NO_CANONIZADO,automatic retry,2
User Intent,User Intent,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,866,ENCABEZADO,76. User Intent,CANDIDATO_BRUTO_NO_CANONIZADO,user intent,1
Merge,Merge,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,872,ENCABEZADO,77. Merge,CANDIDATO_BRUTO_NO_CANONIZADO,merge,2
Merge Ownership,Merge Ownership,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,878,ENCABEZADO,78. Merge Ownership,CANDIDATO_BRUTO_NO_CANONIZADO,merge ownership,1
Pessimistic Concurrency,Pessimistic Concurrency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,884,ENCABEZADO,79. Pessimistic Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,pessimistic concurrency,3
Pessimistic Pattern,Pessimistic Pattern,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,890,ENCABEZADO,80. Pessimistic Pattern,CANDIDATO_BRUTO_NO_CANONIZADO,pessimistic pattern,1
Pessimistic Use,Pessimistic Use,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,910,ENCABEZADO,81. Pessimistic Use,CANDIDATO_BRUTO_NO_CANONIZADO,pessimistic use,1
Pessimistic Cost,Pessimistic Cost,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,922,ENCABEZADO,82. Pessimistic Cost,CANDIDATO_BRUTO_NO_CANONIZADO,pessimistic cost,1
Optimistic vs Pessimistic,Optimistic vs Pessimistic,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,935,ENCABEZADO,83. Optimistic vs Pessimistic,CANDIDATO_BRUTO_NO_CANONIZADO,optimistic vs pessimistic,1
Compare-and-Swap,Compare-and-Swap,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,950,ENCABEZADO,84. Compare-and-Swap,CANDIDATO_BRUTO_NO_CANONIZADO,compare-and-swap,3
CAS,CAS,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,952,CODIGO_INLINE,CAS actualiza un Value únicamente si conserva el valor/version esperado.,CANDIDATO_BRUTO_NO_CANONIZADO,cas,2
CAS Pattern,CAS Pattern,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,956,ENCABEZADO,85. CAS Pattern,CANDIDATO_BRUTO_NO_CANONIZADO,cas pattern,1
CAS Failure,CAS Failure,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,964,ENCABEZADO,86. CAS Failure,CANDIDATO_BRUTO_NO_CANONIZADO,cas failure,1
CAS Loop,CAS Loop,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,970,ENCABEZADO,87. CAS Loop,CANDIDATO_BRUTO_NO_CANONIZADO,cas loop,1
Unbounded CAS Retry,Unbounded CAS Retry,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,985,ENCABEZADO,88. Unbounded CAS Retry,CANDIDATO_BRUTO_NO_CANONIZADO,unbounded cas retry,1
ABA Problem,ABA Problem,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,991,ENCABEZADO,89. ABA Problem,CANDIDATO_BRUTO_NO_CANONIZADO,aba problem,1
ABA Mitigation,ABA Mitigation,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1003,ENCABEZADO,90. ABA Mitigation,CANDIDATO_BRUTO_NO_CANONIZADO,aba mitigation,1
Versioned State,Versioned State,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1009,ENCABEZADO,91. Versioned State,CANDIDATO_BRUTO_NO_CANONIZADO,versioned state,1
Database Concurrency,Database Concurrency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1021,ENCABEZADO,92. Database Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,database concurrency,1
Transaction Isolation,Transaction Isolation,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1027,ENCABEZADO,93. Transaction Isolation,CANDIDATO_BRUTO_NO_CANONIZADO,transaction isolation,1
Isolation Level,Isolation Level,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1041,ENCABEZADO,94. Isolation Level,CANDIDATO_BRUTO_NO_CANONIZADO,isolation level,3
Dirty Read,Dirty Read,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1049,ENCABEZADO,95. Dirty Read,CANDIDATO_BRUTO_NO_CANONIZADO,dirty read,3
Non-Repeatable Read,Non-Repeatable Read,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1055,ENCABEZADO,96. Non-Repeatable Read,CANDIDATO_BRUTO_NO_CANONIZADO,non-repeatable read,3
Phantom Read,Phantom Read,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1061,ENCABEZADO,97. Phantom Read,CANDIDATO_BRUTO_NO_CANONIZADO,phantom read,3
Write Skew,Write Skew,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1067,ENCABEZADO,98. Write Skew,CANDIDATO_BRUTO_NO_CANONIZADO,write skew,3
Serializable,Serializable,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1073,ENCABEZADO,99. Serializable,CANDIDATO_BRUTO_NO_CANONIZADO,serializable,2
Database Constraint,Database Constraint,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1085,ENCABEZADO,100. Database Constraint,CANDIDATO_BRUTO_NO_CANONIZADO,database constraint,2
Unique Constraint,Unique Constraint,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1091,ENCABEZADO,101. Unique Constraint,CANDIDATO_BRUTO_NO_CANONIZADO,unique constraint,4
Check Then Insert,Check Then Insert,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1097,ENCABEZADO,102. Check Then Insert,CANDIDATO_BRUTO_NO_CANONIZADO,check then insert,1
Conditional Update,Conditional Update,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1103,ENCABEZADO,103. Conditional Update,CANDIDATO_BRUTO_NO_CANONIZADO,conditional update,2
Transaction Boundary,Transaction Boundary,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1109,ENCABEZADO,104. Transaction Boundary,CANDIDATO_BRUTO_NO_CANONIZADO,transaction boundary,7
Transaction Scope,Transaction Scope,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1115,ENCABEZADO,105. Transaction Scope,CANDIDATO_BRUTO_NO_CANONIZADO,transaction scope,6
External Side Effect in Transaction,External Side Effect in Transaction,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1121,ENCABEZADO,106. External Side Effect in Transaction,CANDIDATO_BRUTO_NO_CANONIZADO,external side effect in transaction,1
Outbox,Outbox,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1136,ENCABEZADO,107. Outbox,CANDIDATO_BRUTO_NO_CANONIZADO,outbox,3
Outbox Concurrency,Outbox Concurrency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1142,ENCABEZADO,108. Outbox Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,outbox concurrency,1
Claim Pattern,Claim Pattern,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1148,ENCABEZADO,109. Claim Pattern,CANDIDATO_BRUTO_NO_CANONIZADO,claim pattern,1
Duplicate Delivery,Duplicate Delivery,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1162,ENCABEZADO,110. Duplicate Delivery,CANDIDATO_BRUTO_NO_CANONIZADO,duplicate delivery,2
Idempotency,Idempotency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1168,ENCABEZADO,111. Idempotency,CANDIDATO_BRUTO_NO_CANONIZADO,idempotency,13
Idempotency,Idempotency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1170,CODIGO_INLINE,Idempotency permite repetir una operación sin multiplicar su efecto observable.,CANDIDATO_BRUTO_NO_CANONIZADO,idempotency,13
Idempotency ≠ Concurrency Control,Idempotency ≠ Concurrency Control,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1174,ENCABEZADO,112. Idempotency ≠ Concurrency Control,CANDIDATO_BRUTO_NO_CANONIZADO,idempotency ≠ concurrency control,1
Concurrent Duplicate Requests,Concurrent Duplicate Requests,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1180,ENCABEZADO,113. Concurrent Duplicate Requests,CANDIDATO_BRUTO_NO_CANONIZADO,concurrent duplicate requests,1
Atomic Idempotency Claim,Atomic Idempotency Claim,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1186,ENCABEZADO,114. Atomic Idempotency Claim,CANDIDATO_BRUTO_NO_CANONIZADO,atomic idempotency claim,1
Idempotency State,Idempotency State,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1192,ENCABEZADO,115. Idempotency State,CANDIDATO_BRUTO_NO_CANONIZADO,idempotency state,1
Idempotency Result,Idempotency Result,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1205,ENCABEZADO,116. Idempotency Result,CANDIDATO_BRUTO_NO_CANONIZADO,idempotency result,1
Idempotency Store,Idempotency Store,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1219,ENCABEZADO,117. Idempotency Store,CANDIDATO_BRUTO_NO_CANONIZADO,idempotency store,4
Idempotency Key Scope,Idempotency Key Scope,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1225,ENCABEZADO,118. Idempotency Key Scope,CANDIDATO_BRUTO_NO_CANONIZADO,idempotency key scope,1
Idempotency Expiration,Idempotency Expiration,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1238,ENCABEZADO,119. Idempotency Expiration,CANDIDATO_BRUTO_NO_CANONIZADO,idempotency expiration,3
Event Concurrency,Event Concurrency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1244,ENCABEZADO,120. Event Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,event concurrency,1
Event Ordering,Event Ordering,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1250,ENCABEZADO,121. Event Ordering,CANDIDATO_BRUTO_NO_CANONIZADO,event ordering,7
Partition Ordering,Partition Ordering,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1256,ENCABEZADO,122. Partition Ordering,CANDIDATO_BRUTO_NO_CANONIZADO,partition ordering,3
Same Aggregate Events,Same Aggregate Events,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1268,ENCABEZADO,123. Same Aggregate Events,CANDIDATO_BRUTO_NO_CANONIZADO,same aggregate events,1
Event Sequence,Event Sequence,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1274,ENCABEZADO,124. Event Sequence,CANDIDATO_BRUTO_NO_CANONIZADO,event sequence,1
Duplicate Event,Duplicate Event,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1285,ENCABEZADO,125. Duplicate Event,CANDIDATO_BRUTO_NO_CANONIZADO,duplicate event,1
Out-of-Order Event,Out-of-Order Event,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1291,ENCABEZADO,126. Out-of-Order Event,CANDIDATO_BRUTO_NO_CANONIZADO,out-of-order event,1
Parallel Event Handling,Parallel Event Handling,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1305,ENCABEZADO,127. Parallel Event Handling,CANDIDATO_BRUTO_NO_CANONIZADO,parallel event handling,1
Handler Shared State,Handler Shared State,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1311,ENCABEZADO,128. Handler Shared State,CANDIDATO_BRUTO_NO_CANONIZADO,handler shared state,1
Message Claim,Message Claim,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1317,ENCABEZADO,129. Message Claim,CANDIDATO_BRUTO_NO_CANONIZADO,message claim,1
Visibility Timeout,Visibility Timeout,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1323,ENCABEZADO,130. Visibility Timeout,CANDIDATO_BRUTO_NO_CANONIZADO,visibility timeout,2
Lease,Lease,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1329,ENCABEZADO,131. Lease,CANDIDATO_BRUTO_NO_CANONIZADO,lease,4
Lease,Lease,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1331,CODIGO_INLINE,Un Lease concede Ownership temporal.,CANDIDATO_BRUTO_NO_CANONIZADO,lease,4
Lease Difference,Lease Difference,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1335,ENCABEZADO,132. Lease Difference,CANDIDATO_BRUTO_NO_CANONIZADO,lease difference,1
Lease Fields,Lease Fields,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1341,ENCABEZADO,133. Lease Fields,CANDIDATO_BRUTO_NO_CANONIZADO,lease fields,1
Lease Expiration,Lease Expiration,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1355,ENCABEZADO,134. Lease Expiration,CANDIDATO_BRUTO_NO_CANONIZADO,lease expiration,3
Lease Renewal,Lease Renewal,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1361,ENCABEZADO,135. Lease Renewal,CANDIDATO_BRUTO_NO_CANONIZADO,lease renewal,3
Renewal Failure,Renewal Failure,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1367,ENCABEZADO,136. Renewal Failure,CANDIDATO_BRUTO_NO_CANONIZADO,renewal failure,2
Long Operation,Long Operation,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1373,ENCABEZADO,137. Long Operation,CANDIDATO_BRUTO_NO_CANONIZADO,long operation,1
Distributed Lock,Distributed Lock,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1379,ENCABEZADO,138. Distributed Lock,CANDIDATO_BRUTO_NO_CANONIZADO,distributed lock,4
Network Partition,Network Partition,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1385,ENCABEZADO,139. Network Partition,CANDIDATO_BRUTO_NO_CANONIZADO,network partition,2
Process Pause,Process Pause,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1391,ENCABEZADO,140. Process Pause,CANDIDATO_BRUTO_NO_CANONIZADO,process pause,1
Stale Owner,Stale Owner,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1397,ENCABEZADO,141. Stale Owner,CANDIDATO_BRUTO_NO_CANONIZADO,stale owner,1
Fencing Token,Fencing Token,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1403,ENCABEZADO,142. Fencing Token,CANDIDATO_BRUTO_NO_CANONIZADO,fencing token,3
Un Fencing Token,Un Fencing Token,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1405,DEFINICION_EXPLICITA,Un Fencing Token es un número monotónico asignado a cada nuevo Ownership.,CANDIDATO_BRUTO_NO_CANONIZADO,un fencing token,1
Fencing Token,Fencing Token,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1405,CODIGO_INLINE,Un Fencing Token es un número monotónico asignado a cada nuevo Ownership.,CANDIDATO_BRUTO_NO_CANONIZADO,fencing token,3
Fencing Rule,Fencing Rule,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1416,ENCABEZADO,143. Fencing Rule,CANDIDATO_BRUTO_NO_CANONIZADO,fencing rule,1
Fencing Example,Fencing Example,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1422,ENCABEZADO,144. Fencing Example,CANDIDATO_BRUTO_NO_CANONIZADO,fencing example,1
